"","X","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"2419",2419,41,2,1,60266.5483297042,7438.7098736602,-7438.7098736602,15277.4197473204,16214.342092854,"AG206_Edit"
"2420",2420,1,3,0,31676.2920734372,7253.86467861957,-7253.86467861957,15107.7293572391,16513.1128755395,"AG206_Edit"
"2421",2421,2,3,0.025,88158.6250653349,7445.10967920755,-7445.10967920755,15490.2193584151,16895.6028767155,"AG206_Edit"
"2422",2422,3,3,0.05,97078.8653073155,7372.24711814162,-7372.24711814162,15344.4942362832,16749.8777545836,"AG206_Edit"
"2423",2423,4,3,0.075,104380.866733838,7220.62519539199,-7220.62519539199,15041.250390784,16446.6339090844,"AG206_Edit"
"2424",2424,5,3,0.1,108308.411410901,7141.19088954252,-7141.19088954252,14882.381779085,16287.7652973854,"AG206_Edit"
"2425",2425,6,3,0.125,110583.948132674,7118.01627000667,-7118.01627000667,14836.0325400133,16241.4160583137,"AG206_Edit"
"2426",2426,7,3,0.15,112236.089634328,7091.63158296433,-7091.63158296433,14783.2631659287,16188.646684229,"AG206_Edit"
"2427",2427,8,3,0.175,113382.744698208,7086.95460492316,-7086.95460492316,14773.9092098463,16179.2927281467,"AG206_Edit"
"2428",2428,9,3,0.2,116259.103813239,7074.73669317473,-7074.73669317473,14749.4733863495,16154.8569046498,"AG206_Edit"
"2429",2429,10,3,0.225,118176.369671188,7070.01591048856,-7070.01591048856,14740.0318209771,16145.4153392775,"AG206_Edit"
"2430",2430,11,3,0.25,118587.895249091,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2431",2431,12,3,0.275,118587.927039535,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2432",2432,13,3,0.3,118622.907541757,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2433",2433,14,3,0.325,118622.960186777,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2434",2434,15,3,0.35,118912.806023861,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2435",2435,16,3,0.375,119234.070951748,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2436",2436,17,3,0.4,119233.890523849,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2437",2437,18,3,0.425,119233.919741138,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2438",2438,19,3,0.45,119234.163879301,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2439",2439,20,3,0.475,119234.06589652,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2440",2440,21,3,0.5,119234.10031674,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2441",2441,22,3,0.525,119233.898243054,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2442",2442,23,3,0.55,119233.930279804,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2443",2443,24,3,0.575,119234.113082924,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2444",2444,25,3,0.6,119234.413975047,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2445",2445,26,3,0.625,119234.17651287,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2446",2446,27,3,0.65,119234.37478736,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2447",2447,28,3,0.675,119233.881332226,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2448",2448,29,3,0.7,119233.859950345,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2449",2449,30,3,0.725,119233.873866242,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2450",2450,31,3,0.75,119233.876893992,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2451",2451,32,3,0.775,119234.314238345,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2452",2452,33,3,0.8,119233.881209133,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2453",2453,34,3,0.825,119233.882861618,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2454",2454,35,3,0.85,119233.898983699,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2455",2455,36,3,0.875,119234.204521073,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2456",2456,37,3,0.9,119234.413284757,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2457",2457,38,3,0.925,119234.418025802,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2458",2458,39,3,0.95,119233.871519107,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2459",2459,40,3,0.975,119233.904052919,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2460",2460,41,3,1,119233.864907461,7059.55571896192,-7059.55571896192,14719.1114379238,16124.4949562242,"AG206_Edit"
"2461",2461,1,4,0,57386.6609718623,6987.30994891006,-6987.30994891006,14774.6198978201,16648.4645888873,"AG206_Edit"
"2462",2462,2,4,0.025,164243.393286713,7134.28495421042,-7134.28495421042,15068.5699084208,16942.414599488,"AG206_Edit"
"2463",2463,3,4,0.05,179746.457949106,6910.11085810176,-6910.11085810176,14620.2217162035,16494.0664072707,"AG206_Edit"
"2464",2464,4,4,0.075,196166.571314464,6776.68996194836,-6776.68996194836,14353.3799238967,16227.2246149639,"AG206_Edit"
"2465",2465,5,4,0.1,203924.739784936,6735.46987642309,-6735.46987642309,14270.9397528462,16144.7844439134,"AG206_Edit"
"2466",2466,6,4,0.125,220099.544103755,6705.96905965316,-6705.96905965316,14211.9381193063,16085.7828103735,"AG206_Edit"
"2467",2467,7,4,0.15,229118.924732679,6689.12647404766,-6689.12647404766,14178.2529480953,16052.0976391625,"AG206_Edit"
"2468",2468,8,4,0.175,238375.070355957,6667.71592263282,-6667.71592263282,14135.4318452656,16009.2765363328,"AG206_Edit"
"2469",2469,9,4,0.2,245378.666544748,6650.29010265012,-6650.29010265012,14100.5802053002,15974.4248963674,"AG206_Edit"
"2470",2470,10,4,0.225,257063.287452903,6624.44585981445,-6624.44585981445,14048.8917196289,15922.7364106961,"AG206_Edit"
"2471",2471,11,4,0.25,264566.02856842,6631.1847577109,-6631.1847577109,14062.3695154218,15936.214206489,"AG206_Edit"
"2472",2472,12,4,0.275,271906.156869864,6627.53870586213,-6627.53870586213,14055.0774117243,15928.9221027914,"AG206_Edit"
"2473",2473,13,4,0.3,275582.97679709,6609.018308411,-6609.018308411,14018.036616822,15891.8813078892,"AG206_Edit"
"2474",2474,14,4,0.325,282042.729464939,6603.86155996756,-6603.86155996756,14007.7231199351,15881.5678110023,"AG206_Edit"
"2475",2475,15,4,0.35,291661.711887147,6590.18379734175,-6590.18379734175,13980.3675946835,15854.2122857507,"AG206_Edit"
"2476",2476,16,4,0.375,297826.567770092,6585.33709085748,-6585.33709085748,13970.674181715,15844.5188727821,"AG206_Edit"
"2477",2477,17,4,0.4,299060.839540364,6583.93747315508,-6583.93747315508,13967.8749463102,15841.7196373773,"AG206_Edit"
"2478",2478,18,4,0.425,303406.778360051,6580.53166777932,-6580.53166777932,13961.0633355586,15834.9080266258,"AG206_Edit"
"2479",2479,19,4,0.45,306498.753595722,6579.70471222768,-6579.70471222768,13959.4094244554,15833.2541155225,"AG206_Edit"
"2480",2480,20,4,0.475,306696.626944683,6579.61374044947,-6579.61374044947,13959.2274808989,15833.0721719661,"AG206_Edit"
"2481",2481,21,4,0.5,307229.773261643,6579.61374044947,-6579.61374044947,13959.2274808989,15833.0721719661,"AG206_Edit"
"2482",2482,22,4,0.525,308153.949002178,6579.40662988061,-6579.40662988061,13958.8132597612,15832.6579508284,"AG206_Edit"
"2483",2483,23,4,0.55,308798.611891278,6579.44437020859,-6579.44437020859,13958.8887404172,15832.7334314843,"AG206_Edit"
"2484",2484,24,4,0.575,310857.716827076,6578.58452111231,-6578.58452111231,13957.1690422246,15831.0137332918,"AG206_Edit"
"2485",2485,25,4,0.6,311188.946138993,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2486",2486,26,4,0.625,311188.282719104,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2487",2487,27,4,0.65,311188.291223357,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2488",2488,28,4,0.675,311188.379699328,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2489",2489,29,4,0.7,311188.616962846,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2490",2490,30,4,0.725,311188.418298907,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2491",2491,31,4,0.75,311188.403565901,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2492",2492,32,4,0.775,311188.3945011,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2493",2493,33,4,0.8,311188.261610684,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2494",2494,34,4,0.825,311188.817545006,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2495",2495,35,4,0.85,311188.299663086,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2496",2496,36,4,0.875,311188.91997438,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2497",2497,37,4,0.9,311188.353220541,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2498",2498,38,4,0.925,311188.297061369,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2499",2499,39,4,0.95,311188.226001273,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2500",2500,40,4,0.975,311188.260324153,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2501",2501,41,4,1,311188.420750867,6578.30928061492,-6578.30928061492,13956.6185612298,15830.463252297,"AG206_Edit"
"2502",2502,1,5,0,87336.455630775,6797.51742111917,-6797.51742111917,14595.0348422383,16937.3407060723,"AG206_Edit"
"2503",2503,2,5,0.025,250412.361670248,6885.92279898982,-6885.92279898982,14771.8455979796,17114.1514618136,"AG206_Edit"
"2504",2504,3,5,0.05,278034.202707712,6603.76901755935,-6603.76901755935,14207.5380351187,16549.8438989527,"AG206_Edit"
"2505",2505,4,5,0.075,296588.210212339,6553.99076908371,-6553.99076908371,14107.9815381674,16450.2874020014,"AG206_Edit"
"2506",2506,5,5,0.1,316928.272225789,6519.47079023961,-6519.47079023961,14038.9415804792,16381.2474443132,"AG206_Edit"
"2507",2507,6,5,0.125,329397.341542506,6484.78536826793,-6484.78536826793,13969.5707365359,16311.8766003698,"AG206_Edit"
"2508",2508,7,5,0.15,341776.278418042,6462.46111150367,-6462.46111150367,13924.9222230073,16267.2280868413,"AG206_Edit"
"2509",2509,8,5,0.175,353754.210999747,6443.80448933731,-6443.80448933731,13887.6089786746,16229.9148425086,"AG206_Edit"
"2510",2510,9,5,0.2,360718.337819123,6430.9231420264,-6430.9231420264,13861.8462840528,16204.1521478868,"AG206_Edit"
"2511",2511,10,5,0.225,379366.27218954,6419.84336263976,-6419.84336263976,13839.6867252795,16181.9925891135,"AG206_Edit"
"2512",2512,11,5,0.25,386668.434460042,6412.98558706829,-6412.98558706829,13825.9711741366,16168.2770379705,"AG206_Edit"
"2513",2513,12,5,0.275,391958.985096746,6410.15517747387,-6410.15517747387,13820.3103549477,16162.6162187817,"AG206_Edit"
"2514",2514,13,5,0.3,392442.393371941,6410.99414315969,-6410.99414315969,13821.9882863194,16164.2941501533,"AG206_Edit"
"2515",2515,14,5,0.325,394362.426688052,6410.56711568066,-6410.56711568066,13821.1342313613,16163.4400951953,"AG206_Edit"
"2516",2516,15,5,0.35,395867.116210938,6410.66538928339,-6410.66538928339,13821.3307785668,16163.6366424008,"AG206_Edit"
"2517",2517,16,5,0.375,396676.460233809,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2518",2518,17,5,0.4,396676.15812045,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2519",2519,18,5,0.425,396676.59235993,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2520",2520,19,5,0.45,396676.216164318,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2521",2521,20,5,0.475,396676.877824407,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2522",2522,21,5,0.5,396676.843803868,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2523",2523,22,5,0.525,396676.810585265,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2524",2524,23,5,0.55,396676.186186393,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2525",2525,24,5,0.575,396676.199032627,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2526",2526,25,5,0.6,396676.552897328,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2527",2527,26,5,0.625,396676.349924023,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2528",2528,27,5,0.65,396676.358456869,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2529",2529,28,5,0.675,396676.157404612,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2530",2530,29,5,0.7,396676.918510236,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2531",2531,30,5,0.725,396676.494819738,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2532",2532,31,5,0.75,396676.121195703,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2533",2533,32,5,0.775,396677.167119992,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2534",2534,33,5,0.8,396677.010618665,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2535",2535,34,5,0.825,396676.595803087,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2536",2536,35,5,0.85,396677.000084107,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2537",2537,36,5,0.875,396676.299401162,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2538",2538,37,5,0.9,396676.28682329,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2539",2539,38,5,0.925,396676.601075123,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2540",2540,39,5,0.95,396677.206515911,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2541",2541,40,5,0.975,396676.430143583,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2542",2542,41,5,1,396676.38127057,6410.32382150204,-6410.32382150204,13820.6476430041,16162.953506838,"AG206_Edit"
"2543",2543,1,6,0,122881.395448967,6553.45407672708,-6553.45407672708,14306.9081534542,17117.6751900549,"AG206_Edit"
"2544",2544,2,6,0.025,360898.236164627,6550.76745774215,-6550.76745774215,14301.5349154843,17112.3019520851,"AG206_Edit"
"2545",2545,3,6,0.05,399515.025847685,6387.12775432388,-6387.12775432388,13974.2555086478,16785.0225452485,"AG206_Edit"
"2546",2546,4,6,0.075,429357.346330378,6353.74754626859,-6353.74754626859,13907.4950925372,16718.2621291379,"AG206_Edit"
"2547",2547,5,6,0.1,458580.053616751,6322.32377492235,-6322.32377492235,13844.6475498447,16655.4145864455,"AG206_Edit"
"2548",2548,6,6,0.125,485413.30914498,6245.27581063172,-6245.27581063172,13690.5516212634,16501.3186578642,"AG206_Edit"
"2549",2549,7,6,0.15,502614.082158716,6228.85997448473,-6228.85997448473,13657.7199489695,16468.4869855702,"AG206_Edit"
"2550",2550,8,6,0.175,540460.69081808,6203.89303057392,-6203.89303057392,13607.7860611478,16418.5530977486,"AG206_Edit"
"2551",2551,9,6,0.2,562118.2840496,6193.47866541204,-6193.47866541204,13586.9573308241,16397.7243674248,"AG206_Edit"
"2552",2552,10,6,0.225,574376.729870043,6183.2126410876,-6183.2126410876,13566.4252821752,16377.192318776,"AG206_Edit"
"2553",2553,11,6,0.25,585945.029499778,6178.65181358624,-6178.65181358624,13557.3036271725,16368.0706637732,"AG206_Edit"
"2554",2554,12,6,0.275,600033.716907582,6173.12325541243,-6173.12325541243,13546.2465108249,16357.0135474256,"AG206_Edit"
"2555",2555,13,6,0.3,611400.697307786,6164.6598206172,-6164.6598206172,13529.3196412344,16340.0866778351,"AG206_Edit"
"2556",2556,14,6,0.325,619772.323705045,6162.35551238813,-6162.35551238813,13524.7110247763,16335.478061377,"AG206_Edit"
"2557",2557,15,6,0.35,623882.806798892,6159.73008590487,-6159.73008590487,13519.4601718097,16330.2272084105,"AG206_Edit"
"2558",2558,16,6,0.375,628732.393279896,6157.66221542679,-6157.66221542679,13515.3244308536,16326.0914674543,"AG206_Edit"
"2559",2559,17,6,0.4,639885.342695373,6154.19153609266,-6154.19153609266,13508.3830721853,16319.1501087861,"AG206_Edit"
"2560",2560,18,6,0.425,647705.654448914,6150.89208955459,-6150.89208955459,13501.7841791092,16312.5512157099,"AG206_Edit"
"2561",2561,19,6,0.45,655797.382197451,6145.75511961953,-6145.75511961953,13491.5102392391,16302.2772758398,"AG206_Edit"
"2562",2562,20,6,0.475,665498.40684971,6142.46321491075,-6142.46321491075,13484.9264298215,16295.6934664223,"AG206_Edit"
"2563",2563,21,6,0.5,675150.748856829,6139.84804789867,-6139.84804789867,13479.6960957973,16290.4631323981,"AG206_Edit"
"2564",2564,22,6,0.525,680174.016984153,6140.84516305081,-6140.84516305081,13481.6903261016,16292.4573627024,"AG206_Edit"
"2565",2565,23,6,0.55,681450.764389009,6140.54146697234,-6140.54146697234,13481.0829339447,16291.8499705454,"AG206_Edit"
"2566",2566,24,6,0.575,684071.569082652,6140.78239760657,-6140.78239760657,13481.5647952131,16292.3318318139,"AG206_Edit"
"2567",2567,25,6,0.6,684434.424567188,6140.62300952436,-6140.62300952436,13481.2460190487,16292.0130556495,"AG206_Edit"
"2568",2568,26,6,0.625,685040.074001238,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2569",2569,27,6,0.65,685039.934221266,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2570",2570,28,6,0.675,685038.925514766,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2571",2571,29,6,0.7,685039.708666919,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2572",2572,30,6,0.725,685040.358611271,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2573",2573,31,6,0.75,685040.272481204,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2574",2574,32,6,0.775,685039.715539432,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2575",2575,33,6,0.8,685041.470807202,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2576",2576,34,6,0.825,685039.142770863,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2577",2577,35,6,0.85,685039.112151663,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2578",2578,36,6,0.875,685038.824598891,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2579",2579,37,6,0.9,685039.403585251,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2580",2580,38,6,0.925,685041.437587036,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2581",2581,39,6,0.95,685040.065261959,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2582",2582,40,6,0.975,685040.114441239,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2583",2583,41,6,1,685039.028331413,6140.496487784,-6140.496487784,13480.992975568,16291.7600121688,"AG206_Edit"
"2584",2584,1,7,0,160043.257823222,6344.53314917067,-6344.53314917067,14089.0662983413,17368.2945077089,"AG206_Edit"
"2585",2585,2,7,0.025,472375.463350387,6376.12764710479,-6376.12764710479,14152.2552942096,17431.4835035771,"AG206_Edit"
"2586",2586,3,7,0.05,528811.236907456,6235.78960879012,-6235.78960879012,13871.5792175802,17150.8074269478,"AG206_Edit"
"2587",2587,4,7,0.075,570386.074389366,6168.44519726612,-6168.44519726612,13736.8903945322,17016.1186038998,"AG206_Edit"
"2588",2588,5,7,0.1,601079.333876084,6122.95430616578,-6122.95430616578,13645.9086123316,16925.1368216991,"AG206_Edit"
"2589",2589,6,7,0.125,636494.896296351,6102.50284880741,-6102.50284880741,13605.0056976148,16884.2339069824,"AG206_Edit"
"2590",2590,7,7,0.15,679111.020402449,6081.95135317485,-6081.95135317485,13563.9027063497,16843.1309157173,"AG206_Edit"
"2591",2591,8,7,0.175,696734.797704024,6066.66113289909,-6066.66113289909,13533.3222657982,16812.5504751657,"AG206_Edit"
"2592",2592,9,7,0.2,715107.056665857,6059.4799515993,-6059.4799515993,13518.9599031986,16798.1881125661,"AG206_Edit"
"2593",2593,10,7,0.225,727124.296007243,6049.90653966666,-6049.90653966666,13499.8130793333,16779.0412887009,"AG206_Edit"
"2594",2594,11,7,0.25,737107.459631326,6049.76203653269,-6049.76203653269,13499.5240730654,16778.7522824329,"AG206_Edit"
